Word	Valence	Arousal	Dominance
concord	0.677	0.320	0.586
concordance	0.625	0.358	0.608
concours	0.500	0.530	0.495
concourse	0.740	0.657	0.528
concrete	0.633	0.420	0.547
concubine	0.388	0.594	0.476
concur	0.459	0.394	0.429
concurrence	0.764	0.627	0.613
concurrent	0.573	0.547	0.741
concurring	0.573	0.600	0.681
concussion	0.072	0.708	0.482
condemn	0.102	0.793	0.625
condemnation	0.133	0.725	0.449
condensation	0.510	0.316	0.538
condensed	0.598	0.415	0.623
condescending	0.583	0.363	0.593
condescension	0.521	0.377	0.565
condiment	0.520	0.333	0.433
condition	0.500	0.469	0.519
conditional	0.521	0.343	0.556
conditionally	0.396	0.419	0.617
conditioned	0.490	0.417	0.616
conditioner	0.781	0.360	0.538
conditioning	0.440	0.468	0.617
conditions	0.551	0.441	0.593
condo	0.439	0.288	0.607
condolence	0.260	0.443	0.404
condolences	0.198	0.480	0.288
condom	0.406	0.637	0.500
condone	0.571	0.441	0.619
condor	0.573	0.388	0.519
conducive	0.775	0.479	0.679
conduct	0.453	0.510	0.750
conduction	0.530	0.557	0.717
conductivity	0.583	0.575	0.642
conductor	0.677	0.663	0.621
conduit	0.470	0.302	0.413
cone	0.417	0.208	0.343
confederacy	0.590	0.541	0.736
confederate	0.551	0.546	0.792
confederation	0.663	0.404	0.830
confer	0.573	0.482	0.583
conference	0.688	0.615	0.606
confess	0.360	0.712	0.431
confession	0.469	0.642	0.460
confessional	0.458	0.392	0.629
confessions	0.325	0.538	0.658
confetti	0.781	0.573	0.250
confidant	0.837	0.633	0.631
confide	0.669	0.472	0.595
confidence	0.959	0.276	0.943
confident	0.765	0.324	0.723
confidential	0.643	0.471	0.761
confidentiality	0.667	0.431	0.718
confidentially	0.633	0.469	0.558
configuration	0.540	0.443	0.591
confine	0.327	0.551	0.538
confined	0.286	0.472	0.444
confinement	0.333	0.656	0.520
confines	0.396	0.386	0.542
confirm	0.802	0.439	0.806
confirmation	0.812	0.480	0.692
confirmatory	0.656	0.500	0.683
confirmed	0.760	0.490	0.764
confiscate	0.250	0.625	0.482
confiscation	0.208	0.706	0.586
conflagration	0.344	0.721	0.594
conflict	0.335	0.906	0.471
conflicting	0.173	0.738	0.553
confluence	0.677	0.598	0.565
conform	0.479	0.380	0.375
conformance	0.608	0.278	0.254
conformation	0.622	0.435	0.711
conformity	0.645	0.363	0.579
confound	0.347	0.529	0.333
confounded	0.333	0.528	0.264
confront	0.281	0.760	0.746
confrontation	0.177	0.870	0.658
confuse	0.100	0.580	0.270
confused	0.220	0.650	0.179
confusing	0.229	0.690	0.222
confusion	0.255	0.667	0.277
conga	0.469	0.529	0.440
congenial	0.820	0.412	0.620
congenital	0.448	0.434	0.427
congestion	0.271	0.654	0.491
conglomerate	0.500	0.500	0.838
conglomeration	0.541	0.720	0.670
congrats	0.930	0.726	0.775
congratulate	0.927	0.724	0.784
congratulation	0.948	0.780	0.717
congratulations	0.960	0.755	0.719
congratulatory	0.959	0.616	0.689
congregate	0.653	0.530	0.733
congregation	0.561	0.490	0.700
congress	0.449	0.444	0.857
congressional	0.552	0.491	0.848
congressman	0.438	0.471	0.877
congruence	0.656	0.472	0.577
conic	0.510	0.368	0.379
conical	0.490	0.422	0.471
conjecture	0.396	0.398	0.534
conjugal	0.698	0.510	0.688
conjugate	0.583	0.420	0.467
conjugation	0.479	0.429	0.582
conjunction	0.520	0.472	0.509
conjunctive	0.487	0.444	0.639
conjure	0.385	0.679	0.645
conjuring	0.224	0.653	0.694
conk	0.340	0.469	0.404
connect	0.724	0.299	0.536
connected	0.816	0.550	0.612
connection	0.729	0.560	0.655
connective	0.719	0.491	0.764
connoisseur	0.760	0.461	0.769
conquer	0.694	0.873	0.971
conquering	0.760	0.873	0.936
conqueror	0.604	0.809	0.930
conquest	0.710	0.702	0.833
conscience	0.663	0.375	0.721
conscientious	0.688	0.404	0.688
conscious	0.740	0.333	0.705
consciousness	0.840	0.483	0.755
conscription	0.396	0.775	0.642
consecrated	0.663	0.500	0.800
consecration	0.771	0.418	0.804
consecutive	0.663	0.418	0.643
consensual	0.663	0.417	0.655
consensus	0.627	0.358	0.625
consent	0.750	0.500	0.620
consenting	0.727	0.406	0.693
consequence	0.240	0.721	0.593
consequent	0.663	0.471	0.625
conservation	0.832	0.401	0.606
conservatism	0.406	0.369	0.633
conservative	0.615	0.316	0.788
conservatory	0.635	0.240	0.729
conserve	0.690	0.347	0.573
consider	0.677	0.368	0.579
considerable	0.653	0.314	0.683
considerate	0.781	0.380	0.633
consideration	0.589	0.380	0.687
consignee	0.635	0.385	0.602
consignment	0.490	0.440	0.500
consist	0.823	0.386	0.580
consistency	0.714	0.500	0.887
consistent	0.786	0.431	0.726
consolation	0.408	0.250	0.304
console	0.625	0.398	0.415
consoled	0.700	0.343	0.452
consolidate	0.880	0.440	0.870
consolidated	0.700	0.366	0.784
consolidation	0.604	0.445	0.776
consonant	0.500	0.347	0.417
consort	0.632	0.509	0.630
conspicuous	0.479	0.520	0.596
conspiracy	0.125	0.787	0.652
conspirator	0.271	0.786	0.707
conspire	0.206	0.740	0.520
constable	0.573	0.667	0.764
constancy	0.786	0.443	0.763
constant	0.740	0.296	0.686
constantly	0.663	0.561	0.700
constellation	0.719	0.533	0.775
consternation	0.167	0.680	0.469
constipation	0.079	0.612	0.231
constituency	0.500	0.480	0.696
constituent	0.573	0.500	0.827
constituents	0.573	0.414	0.833
constitute	0.812	0.349	0.906
constitution	0.590	0.380	0.889
constitutional	0.633	0.418	0.827
constitutionality	0.612	0.439	0.853
constrain	0.261	0.500	0.500
constrained	0.135	0.537	0.357
constraint	0.323	0.550	0.481
construct	0.750	0.648	0.792
construction	0.848	0.612	0.759
constructive	0.860	0.570	0.812
construe	0.602	0.519	0.553
consul	0.573	0.354	0.688
consulate	0.561	0.453	0.694
consult	0.755	0.370	0.441
consultant	0.770	0.344	0.808
consultation	0.660	0.463	0.625
consume	0.427	0.620	0.509
consumer	0.507	0.551	0.677
consuming	0.573	0.541	0.536
consummate	0.551	0.540	0.558
consummation	0.583	0.676	0.661
consumption	0.390	0.531	0.538
contact	0.719	0.424	0.526
contagion	0.208	0.630	0.535
contagious	0.184	0.725	0.400
contain	0.542	0.490	0.658
container	0.551	0.396	0.561
containment	0.411	0.491	0.618
contaminate	0.140	0.611	0.426
contaminated	0.040	0.500	0.368
contamination	0.125	0.610	0.375
contemplate	0.740	0.347	0.642
contemplation	0.552	0.324	0.627
contemplative	0.729	0.308	0.739
contemporaneous	0.640	0.373	0.591
contemporary	0.720	0.365	0.569
contempt	0.206	0.635	0.396
contemptible	0.146	0.657	0.471
contemptuous	0.204	0.500	0.375
contend	0.510	0.657	0.731
contender	0.480	0.790	0.681
contending	0.490	0.698	0.716
content	0.764	0.296	0.559
contented	0.857	0.612	0.746
contention	0.375	0.510	0.738
contentious	0.422	0.573	0.637
contentment	0.875	0.610	0.782
contents	0.656	0.375	0.550
contest	0.667	0.698	0.717
contestant	0.760	0.530	0.602
context	0.531	0.300	0.553
contiguous	0.375	0.450	0.500
continence	0.450	0.396	0.469
continent	0.551	0.373	0.833
continental	0.486	0.350	0.755
contingency	0.396	0.500	0.670
contingent	0.470	0.531	0.659
continual	0.500	0.423	0.685
continually	0.646	0.438	0.698
continuance	0.729	0.510	0.652
continuation	0.615	0.470	0.566
continue	0.630	0.427	0.612
continued	0.635	0.440	0.500
continuing	0.667	0.500	0.520
continuity	0.781	0.439	0.684
continuous	0.625	0.509	0.580
continuously	0.719	0.417	0.702
continuum	0.677	0.390	0.491
contour	0.589	0.265	0.414
contraband	0.177	0.875	0.670
contraception	0.296	0.518	0.525
contract	0.594	0.412	0.636
contracted	0.344	0.557	0.449
contractile	0.480	0.586	0.569
contracting	0.594	0.490	0.769
contraction	0.292	0.755	0.603
contractor	0.592	0.479	0.727
contradict	0.160	0.598	0.482
contradiction	0.250	0.660	0.377
contradictory	0.365	0.651	0.421
contraption	0.448	0.590	0.491
contrary	0.327	0.449	0.338
contrast	0.480	0.406	0.520
contrasted	0.521	0.538	0.491
contravene	0.357	0.618	0.472
contravention	0.344	0.627	0.593
contribute	0.806	0.350	0.795
contribution	0.854	0.452	0.760
contributor	0.844	0.510	0.760
contrite	0.347	0.363	0.473
contrition	0.347	0.583	0.463
contrived	0.408	0.530	0.458
control	0.729	0.352	0.808
controller	0.469	0.712	0.868
controlling	0.490	0.441	0.885
controversial	0.271	0.858	0.538
controversy	0.250	0.819	0.600
contusion	0.167	0.565	0.509
conundrum	0.354	0.524	0.408
convalescent	0.458	0.480	0.269
convection	0.521	0.494	0.526
convene	0.583	0.676	0.636
convenience	0.781	0.448	0.613
conveniences	0.802	0.412	0.693
convenient	0.846	0.491	0.574
convent	0.480	0.217	0.594
convention	0.622	0.622	0.704
conventional	0.594	0.292	0.634
converge	0.635	0.471	0.539
convergence	0.551	0.491	0.625
convergent	0.781	0.490	0.696
conversant	0.724	0.360	0.542
conversation	0.750	0.510	0.609
conversational	0.719	0.431	0.596
conversationalist	0.719	0.467	0.667
converse	0.594	0.406	0.598
conversing	0.755	0.409	0.442
conversion	0.480	0.605	0.736
convert	0.551	0.538	0.704
converted	0.663	0.418	0.686
convertible	0.542	0.529	0.717
convex	0.438	0.427	0.445
convexity	0.449	0.354	0.484
convey	0.719	0.633	0.708
conveyance	0.615	0.520	0.455
conveyancing	0.375	0.479	0.663
convict	0.177	0.840	0.477
conviction	0.615	0.704	0.826
convince	0.708	0.539	0.763
convinced	0.750	0.500	0.630
convincing	0.760	0.527	0.900
convocation	0.538	0.611	0.663
convoluted	0.323	0.614	0.433
convolution	0.417	0.559	0.527
convoy	0.500	0.671	0.639
coo	0.490	0.439	0.500
cook	0.847	0.500	0.412
cookbook	0.602	0.346	0.398
cooker	0.592	0.373	0.407
cookery	0.633	0.368	0.345
cookie	0.792	0.306	0.250
cookies	0.823	0.451	0.316
cooking	0.694	0.510	0.434
cookout	0.680	0.406	0.482
cool	0.885	0.540	0.781
coolant	0.720	0.412	0.456
cooler	0.664	0.375	0.460
cooling	0.469	0.324	0.392
coolness	0.490	0.307	0.548
coon	0.490	0.460	0.400
coop	0.612	0.445	0.650
cooperate	0.898	0.451	0.582
cooperating	0.760	0.390	0.693
cooperation	0.847	0.473	0.686
cooperative	0.816	0.461	0.670
coordinate	0.698	0.429	0.694
coordination	0.677	0.454	0.789
coordinator	0.750	0.510	0.850
cop	0.327	0.770	0.836
copacetic	0.510	0.471	0.453
cope	0.592	0.647	0.709
copier	0.459	0.345	0.390
copilot	0.640	0.538	0.573
coping	0.562	0.630	0.613
copious	0.427	0.462	0.527
copper	0.580	0.260	0.500
copter	0.571	0.704	0.569
copy	0.460	0.240	0.263
copycat	0.449	0.580	0.443
copying	0.448	0.315	0.404
copyright	0.458	0.402	0.663
coral	0.802	0.231	0.425
coral snake	0.276	0.712	0.607
cord	0.388	0.378	0.358
cordial	0.823	0.312	0.482
cordless	0.667	0.441	0.528
cordon	0.469	0.317	0.380
corduroy	0.570	0.324	0.357
core	0.721	0.378	0.540
cork	0.347	0.250	0.281
corkscrew	0.427	0.443	0.445
corn	0.594	0.196	0.292
cornball	0.479	0.378	0.325
cornbread	0.643	0.304	0.302
cornea	0.521	0.346	0.443
corned	0.459	0.441	0.425
corner	0.400	0.296	0.366
cornerstone	0.550	0.388	0.596
cornet	0.507	0.520	0.415
cornfield	0.719	0.310	0.349
cornflakes	0.729	0.346	0.355
cornice	0.458	0.441	0.295
cornstarch	0.643	0.299	0.337
corny	0.448	0.370	0.221
corollary	0.458	0.469	0.366
corona	0.818	0.439	0.745
coronary	0.567	0.613	0.509
coronation	0.792	0.592	0.836
coroner	0.323	0.558	0.526
corporal	0.582	0.490	0.596
corporate	0.592	0.454	0.745
corporation	0.429	0.332	0.873
corporeal	0.520	0.350	0.461
corps	0.551	0.453	0.483
corpse	0.094	0.657	0.232
corpsman	0.439	0.469	0.651
corpus	0.543	0.340	0.490
corral	0.606	0.662	0.422
correct	0.857	0.306	0.723
correction	0.448	0.485	0.558
correctional	0.292	0.713	0.602
corrective	0.448	0.528	0.613
correctness	0.796	0.450	0.649
correlation	0.596	0.462	0.571
correlative	0.510	0.402	0.571
correspond	0.710	0.452	0.545
correspondence	0.663	0.423	0.491
correspondent	0.573	0.565	0.712
corresponding	0.740	0.423	0.618
corridor	0.604	0.589	0.592
corroborate	0.671	0.471	0.616
corroboration	0.625	0.431	0.733
corrosion	0.156	0.610	0.348
corrosive	0.140	0.618	0.570
corrupt	0.020	0.806	0.500
corrupting	0.062	0.804	0.380
corruption	0.052	0.830	0.549
corsage	0.510	0.294	0.397
corse	0.448	0.451	0.382
corset	0.490	0.520	0.381
cortex	0.594	0.439	0.529
cortical	0.380	0.423	0.536
cortisone	0.427	0.395	0.456
corvette	0.551	0.520	0.598
cosmetic	0.625	0.304	0.308
cosmetics	0.765	0.464	0.472
cosmic	0.663	0.538	0.692
cosmology	0.651	0.438	0.637
cosmopolitan	0.823	0.510	0.760
cosmos	0.860	0.478	0.664
cost	0.365	0.420	0.439
costly	0.316	0.650	0.642
costume	0.548	0.510	0.374
cosy	0.847	0.255	0.518
cot	0.625	0.230	0.278
cote	0.439	0.344	0.324
cottage	0.600	0.279	0.361
cotton	0.639	0.071	0.240
couch	0.594	0.082	0.198
cougar	0.438	0.588	0.538
cough	0.255	0.627	0.241
council	0.875	0.279	0.635
councilman	0.531	0.367	0.793
counsel	0.594	0.519	0.730
counseling	0.667	0.480	0.704
counsellor	0.823	0.327	0.740
counselor	0.873	0.365	0.706
count	0.594	0.389	0.492
countdown	0.438	0.692	0.490
countenance	0.635	0.440	0.690
counter	0.439	0.478	0.750
counteract	0.378	0.542	0.688
counterattack	0.281	0.951	0.764
counterbalance	0.520	0.480	0.627
counterclaim	0.398	0.760	0.651
counterfeit	0.094	0.694	0.451
counterpart	0.448	0.608	0.577
counterpoint	0.438	0.509	0.538
countess	0.562	0.440	0.670
countless	0.520	0.566	0.534
country	0.698	0.394	0.693
countryman	0.673	0.441	0.789
countrymusic	0.795	0.451	0.438
countryside	0.732	0.288	0.327
counts	0.343	0.373	0.500
county	0.479	0.368	0.545
coup	0.275	0.815	0.607
coupe	0.479	0.460	0.482
couple	0.806	0.605	0.607
coupled	0.612	0.286	0.650
coupling	0.594	0.479	0.555
coupon	0.704	0.300	0.421
courage	0.830	0.728	0.849
courageous	0.918	0.587	0.879
courier	0.551	0.383	0.441
courses	0.735	0.412	0.534
coursing	0.542	0.472	0.546
court	0.479	0.769	0.827
courteous	0.937	0.396	0.529
courtesy	0.927	0.287	0.431
courthouse	0.571	0.503	0.818
courtroom	0.385	0.670	0.887
courts	0.367	0.710	0.816
courtship	0.667	0.490	0.654
courtside	0.592	0.391	0.434
courtyard	0.503	0.365	0.355
cousin	0.675	0.394	0.427
cousins	0.760	0.409	0.464
cove	0.500	0.304	0.370
coven	0.458	0.578	0.591
covenant	0.594	0.462	0.667
cover	0.365	0.240	0.471
coverage	0.767	0.413	0.629
covered	0.562	0.340	0.644
covering	0.615	0.382	0.583
covert	0.500	0.570	0.508
covet	0.302	0.779	0.524
coveted	0.661	0.730	0.625
cow	0.449	0.230	0.300
coward	0.102	0.490	0.149
cowardice	0.133	0.621	0.167
cowardly	0.102	0.385	0.127
cowboy	0.594	0.625	0.695
cowgirl	0.541	0.566	0.554
cowhand	0.438	0.480	0.596
cowhide	0.458	0.324	0.333
cowl	0.427	0.450	0.232
coworker	0.667	0.490	0.625
coy	0.347	0.330	0.213
coyote	0.459	0.471	0.387
cozy	0.910	0.356	0.545
crab	0.421	0.396	0.330
crabby	0.198	0.812	0.370
crack	0.302	0.625	0.400
cracked	0.224	0.520	0.228
cracker	0.604	0.343	0.346
crackerjack	0.567	0.509	0.426
cracking	0.327	0.557	0.286
crackle	0.327	0.643	0.481
crackpot	0.260	0.602	0.245
cradle	0.776	0.194	0.333
craft	0.760	0.321	0.539
crafts	0.667	0.380	0.391
craftsman	0.719	0.310	0.583
craftsmanship	0.823	0.373	0.571
crafty	0.589	0.679	0.783
craig	0.448	0.449	0.490
cram	0.354	0.730	0.598
crammed	0.406	0.740	0.466
cramp	0.194	0.796	0.340
cramped	0.240	0.567	0.360
cranberry	0.793	0.330	0.363
cranberry juice	0.622	0.321	0.281
crane	0.396	0.417	0.589
cranial	0.354	0.510	0.583
cranium	0.439	0.491	0.725
crank	0.448	0.275	0.417
cranky	0.194	0.776	0.396
cranny	0.194	0.471	0.250
crap	0.083	0.644	0.167
crappy	0.039	0.582	0.208
craps	0.375	0.420	0.273
crash	0.194	0.906	0.355
crass	0.223	0.490	0.466
crate	0.427	0.173	0.274
crater	0.450	0.647	0.529
crave	0.625	0.510	0.731
craving	0.510	0.755	0.636
crawfish	0.510	0.427	0.342
crawl	0.479	0.519	0.467
crayon	0.604	0.260	0.185
crayons	0.684	0.366	0.405
craze	0.255	0.657	0.435
crazed	0.153	0.877	0.417
craziness	0.238	0.908	0.255
crazy	0.156	0.843	0.321
creak	0.344	0.670	0.411
creaking	0.302	0.743	0.415
cream	0.688	0.259	0.220
creamed	0.723	0.273	0.288
creamer	0.594	0.192	0.269
creamy	0.823	0.337	0.345
crease	0.440	0.286	0.300
create	0.786	0.588	0.789
creation	0.927	0.575	0.868
creative	0.917	0.518	0.788
creativity	0.938	0.684	0.815
creator	0.865	0.592	0.856
creature	0.669	0.625	0.620
credence	0.760	0.460	0.737
credential	0.735	0.337	0.597
credentials	0.708	0.373	0.675
credibility	0.875	0.427	0.809
credible	0.917	0.441	0.750
credit	0.673	0.549	0.648
credit card	0.670	0.550	0.640
creditable	0.802	0.510	0.742
credited	0.781	0.390	0.691
crediting	0.673	0.550	0.741
creditor	0.479	0.594	0.689
creed	0.573	0.245	0.544
creek	0.552	0.392	0.330
creep	0.354	0.647	0.361
creeper	0.429	0.558	0.366
creeping	0.292	0.613	0.282
creepy	0.125	0.861	0.373
cremation	0.084	0.620	0.420
creole	0.667	0.357	0.523
crepe	0.562	0.224	0.349
crescendo	0.760	0.575	0.594
crescent	0.698	0.382	0.407
crest	0.458	0.333	0.333
crestfallen	0.235	0.346	0.175
cretin	0.265	0.583	0.312
cretins	0.094	0.741	0.328
crevice	0.361	0.471	0.275
crew	0.604	0.598	0.735
crewman	0.602	0.580	0.548
crib	0.653	0.240	0.407
cricket	0.423	0.539	0.370
cried	0.167	0.612	0.254
crime	0.071	0.943	0.630
criminal	0.021	0.830	0.529
criminality	0.122	0.863	0.580
crimp	0.260	0.557	0.396
crimson	0.667	0.385	0.370
cringe	0.245	0.840	0.377
cripple	0.094	0.392	0.161
crippled	0.035	0.358	0.236
crippling	0.156	0.598	0.391
crisis	0.208	0.811	0.431
crisp	0.776	0.692	0.508
crispy	0.656	0.550	0.509
criterion	0.396	0.410	0.736
critic	0.264	0.604	0.686
critical	0.312	0.802	0.545
criticise	0.073	0.700	0.452
criticism	0.115	0.563	0.505
criticize	0.143	0.708	0.473
criticized	0.240	0.600	0.311
critique	0.302	0.760	0.537
critter	0.542	0.539	0.482
croak	0.337	0.346	0.298
croc	0.327	0.452	0.451
crock	0.385	0.412	0.421
crockery	0.552	0.216	0.327
crocodile	0.344	0.708	0.610
croft	0.531	0.429	0.421
croissant	0.745	0.330	0.430
crook	0.171	0.765	0.550
crooked	0.146	0.594	0.305
crop	0.615	0.260	0.500
croquet	0.551	0.519	0.407
cross	0.448	0.321	0.569
cross country	0.531	0.441	0.529
crossbow	0.344	0.598	0.560
crossed	0.431	0.490	0.508
crossfire	0.316	0.896	0.722
crossing	0.549	0.349	0.451
crossover	0.559	0.550	0.500
crosswalk	0.557	0.441	0.380
crossword	0.611	0.423	0.455
crotch	0.521	0.637	0.447
crouch	0.281	0.606	0.312
crouched	0.333	0.363	0.279
crouching	0.261	0.429	0.345
croupier	0.531	0.519	0.404
crow	0.224	0.439	0.363
crowbar	0.406	0.531	0.386
crowd	0.350	0.827	0.731
crowded	0.694	0.286	0.585
crowds	0.469	0.723	0.806
crown	0.708	0.572	0.737
crowning	0.773	0.594	0.831
crucial	0.541	0.657	0.777
cruciate	0.429	0.435	0.585
crucifix	0.469	0.480	0.510
crucifixion	0.135	0.857	0.541
crucify	0.146	0.878	0.573
crud	0.312	0.330	0.444
crude	0.198	0.402	0.357
cruel	0.122	0.866	0.391
cruelly	0.146	0.790	0.471
cruelty	0.092	0.836	0.536
cruise	0.740	0.442	0.683
cruise ship	0.878	0.650	0.500
cruiser	0.737	0.490	0.608
cruising	0.886	0.580	0.560
crumb	0.417	0.255	0.216
crumble	0.333	0.480	0.423
crumbling	0.167	0.696	0.308
crummy	0.125	0.531	0.224
crunch	0.292	0.630	0.406
crunchy	0.625	0.560	0.539
crusade	0.592	0.720	0.709
crusader	0.439	0.588	0.548
crush	0.271	0.676	0.582
crushed	0.167	0.647	0.300
crusher	0.271	0.709	0.598
crushing	0.219	0.755	0.411
crust	0.542	0.337	0.456
crusty	0.625	0.531	0.473
crutch	0.302	0.294	0.302
crux	0.469	0.558	0.519
cry	0.133	0.627	0.255
crybaby	0.375	0.702	0.311
crying	0.153	0.704	0.208
crypt	0.156	0.431	0.386
cryptic	0.296	0.516	0.474
cryptography	0.490	0.415	0.650
crystal	0.618	0.270	0.508
crystalline	0.765	0.235	0.534
crystallization	0.600	0.449	0.565
cub	0.646	0.382	0.284
cubby	0.354	0.385	0.360
cube	0.469	0.226	0.274
cubic	0.458	0.306	0.407
cubicle	0.479	0.343	0.417
cuckold	0.210	0.573	0.230
cuckoo	0.420	0.459	0.284
cucumber	0.490	0.235	0.237
cuddle	0.885	0.559	0.475
cuddled	0.906	0.547	0.567
cuddles	0.847	0.382	0.500
cuddling	0.917	0.562	0.433
cue	0.521	0.433	0.484
cuff	0.469	0.453	0.387
cuisine	0.714	0.365	0.390
culinary	0.654	0.443	0.519
cull	0.365	0.702	0.464
culminate	0.667	0.550	0.602
culmination	0.656	0.586	0.695
culpability	0.112	0.745	0.368
culpable	0.140	0.700	0.319
culprit	0.062	0.676	0.333
cult	0.448	0.535	0.648
cultivate	0.708	0.410	0.598
cultivated	0.837	0.343	0.564
cultivation	0.625	0.324	0.462
cultural	0.802	0.390	0.623
culture	0.753	0.304	0.675
cultured	0.635	0.429	0.625
culvert	0.337	0.324	0.343
cumbersome	0.259	0.623	0.292
cumulus	0.570	0.433	0.432
cunning	0.604	0.685	0.683
cunt	0.135	0.673	0.377
cup	0.615	0.167	0.231
cupboard	0.553	0.200	0.304
cupcake	0.656	0.333	0.344
cupping	0.490	0.610	0.402
cur	0.440	0.519	0.460
curable	0.823	0.292	0.574
curate	0.726	0.418	0.526
curative	0.667	0.318	0.613
curator	0.688	0.389	0.688
curb	0.472	0.371	0.402
curd	0.542	0.442	0.278
cure	0.719	0.377	0.623
curfew	0.219	0.618	0.623
curiosity	0.750	0.755	0.463
curious	0.635	0.600	0.483
curl	0.385	0.452	0.351
curling	0.583	0.592	0.400
currency	0.583	0.418	0.592
current	0.625	0.312	0.612
curriculum	0.708	0.306	0.620
curry	0.633	0.345	0.302
curse	0.033	0.720	0.375
cursed	0.083	0.783	0.393
cursing	0.112	0.860	0.446
cursory	0.423	0.451	0.431
curt	0.245	0.610	0.452
curtail	0.306	0.439	0.497
curtailment	0.230	0.578	0.431
curtain	0.698	0.278	0.304
curtains	0.615	0.123	0.342
curtsy	0.635	0.412	0.598
curvature	0.417	0.367	0.447
curve	0.480	0.375	0.307
curved	0.542	0.407	0.337
curvilinear	0.480	0.575	0.411
cushion	0.653	0.221	0.292
cushy	0.823	0.283	0.395
cusp	0.667	0.710	0.700
cuss	0.354	0.538	0.443
cussed	0.156	0.625	0.454
custard	0.618	0.260	0.293
custodial	0.418	0.462	0.718
custodian	0.594	0.625	0.528
custody	0.494	0.472	0.675
custom	0.552	0.382	0.688
customary	0.700	0.253	0.561
customer	0.562	0.430	0.673
customized	0.625	0.504	0.590
cut	0.490	0.490	0.393
cutaneous	0.365	0.370	0.328
cute	0.920	0.528	0.579
cuticle	0.340	0.320	0.377
cutie	0.638	0.528	0.464
cutlass	0.173	0.648	0.528
cutlery	0.552	0.300	0.345
cutoff	0.432	0.510	0.518
cutter	0.427	0.731	0.583
cutters	0.197	0.653	0.491
cutthroat	0.110	0.823	0.663
cutting	0.448	0.375	0.536
cutting board	0.337	0.540	0.342
cuttings	0.479	0.392	0.433
cwt	0.500	0.410	0.384
cyanide	0.229	0.667	0.545
cyberspace	0.677	0.594	0.611
cycle	0.635	0.400	0.533
cyclical	0.380	0.450	0.554
cyclist	0.684	0.582	0.576
cyclone	0.416	0.796	0.673
cylinder	0.459	0.324	0.447
cylindrical	0.458	0.294	0.414
cymbal	0.542	0.363	0.362
cynic	0.135	0.632	0.473
cynical	0.156	0.760	0.474
cynicism	0.104	0.780	0.454
cyst	0.173	0.578	0.312
cystic	0.314	0.481	0.400
cytomegalovirus	0.186	0.657	0.443
cytoplasm	0.378	0.442	0.474
czar	0.480	0.348	0.643
